,time,close,U,D,AD,AU,RSI,RSI_Signal,Stocastic_RSI_D,Stocastic_RSI_K,max,min
0,2016-09-29 00:00:00,14500.0,,,,,,,,,83.56009070294786,68.71727748691099
1,2016-09-30 00:00:00,14900.0,400.0,0.0,,,,,,,83.56009070294786,68.71727748691099
2,2016-10-01 00:00:00,14500.0,0.0,400.0,,,,,,,83.56009070294786,68.71727748691099
3,2016-10-02 00:00:00,14600.0,100.0,0.0,,,,,,,83.56009070294786,68.71727748691099
4,2016-10-03 00:00:00,14600.0,0.0,0.0,,,,,,,83.56009070294786,68.71727748691099
5,2016-10-04 00:00:00,14900.0,300.0,0.0,,,,,,,83.56009070294786,68.71727748691099
6,2016-10-05 00:00:00,14800.0,0.0,100.0,,,,,,,83.56009070294786,68.71727748691099
7,2016-10-06 00:00:00,14700.0,0.0,100.0,,,,,,,83.56009070294786,68.71727748691099
8,2016-10-07 00:00:00,14600.0,0.0,100.0,,,,,,,83.56009070294786,68.71727748691099
9,2016-10-12 00:00:00,14200.0,0.0,400.0,,,,,,,83.56009070294786,68.71727748691099
10,2016-10-13 00:00:00,13800.0,0.0,400.0,,,,,,,83.56009070294786,68.71727748691099
11,2016-10-14 00:00:00,14500.0,700.0,0.0,,,,,,,83.56009070294786,68.71727748691099
12,2016-10-15 00:00:00,14300.0,0.0,200.0,,,,,,,83.56009070294786,68.71727748691099
13,2016-10-16 00:00:00,14800.0,500.0,0.0,,,,,,,83.56009070294786,68.71727748691099
14,2016-10-17 00:00:00,14500.0,0.0,300.0,142.85714285714286,142.85714285714286,50.0,,,,83.56009070294786,68.71727748691099
15,2016-10-18 00:00:00,14600.0,100.0,0.0,142.85714285714286,121.42857142857143,45.94594594594595,,,,83.56009070294786,68.71727748691099
16,2016-10-19 00:00:00,13600.0,0.0,1000.0,185.71428571428572,121.42857142857143,39.53488372093023,,,,83.56009070294786,68.71727748691099
17,2016-10-20 00:00:00,14100.0,500.0,0.0,185.71428571428572,150.0,44.680851063829785,,,,83.56009070294786,68.71727748691099
18,2016-10-21 00:00:00,14200.0,100.0,0.0,185.71428571428572,157.14285714285714,45.83333333333333,45.19900281280786,,,83.56009070294786,68.71727748691099
19,2016-10-22 00:00:00,13900.0,0.0,300.0,207.14285714285714,135.71428571428572,39.58333333333333,43.115669479474526,,,83.56009070294786,68.71727748691099
20,2016-10-23 00:00:00,13900.0,0.0,0.0,200.0,135.71428571428572,40.42553191489362,42.01158667326406,,,83.56009070294786,68.71727748691099
21,2016-10-24 00:00:00,13800.0,0.0,100.0,200.0,135.71428571428572,40.42553191489362,42.18971631205674,,,83.56009070294786,68.71727748691099
22,2016-10-25 00:00:00,13200.0,0.0,600.0,235.71428571428572,135.71428571428572,36.53846153846153,40.561238406983094,,,83.56009070294786,68.71727748691099
23,2016-10-26 00:00:00,13400.0,200.0,0.0,207.14285714285714,150.0,42.00000000000001,39.79457174031643,,,83.56009070294786,68.71727748691099
24,2016-10-27 00:00:00,13400.0,0.0,0.0,178.57142857142858,150.0,45.652173913043484,41.008339856258466,,,83.56009070294786,68.71727748691099
25,2016-10-28 00:00:00,13000.0,0.0,400.0,207.14285714285714,100.0,32.55813953488372,39.434861380256486,,,83.56009070294786,68.71727748691099
26,2016-10-29 00:00:00,12500.0,0.0,500.0,228.57142857142858,100.0,30.434782608695656,37.436711519016896,,,83.56009070294786,68.71727748691099
27,2016-10-30 00:00:00,12400.0,0.0,100.0,235.71428571428572,64.28571428571429,21.42857142857143,34.41473349703887,,,83.56009070294786,68.71727748691099
28,2016-10-31 00:00:00,12400.0,0.0,0.0,214.28571428571428,64.28571428571429,23.07692307692308,30.630118112423485,,,83.56009070294786,68.71727748691099
29,2016-11-01 00:00:00,12800.0,400.0,0.0,214.28571428571428,85.71428571428571,28.57142857142857,27.213969044100498,,,83.56009070294786,68.71727748691099
30,2016-11-02 00:00:00,12800.0,0.0,0.0,142.85714285714286,85.71428571428571,37.5,28.202341137123756,,,83.56009070294786,68.71727748691099
31,2016-11-03 00:00:00,12800.0,0.0,0.0,142.85714285714286,50.0,25.925925925925924,27.30056980056981,,,83.56009070294786,68.71727748691099
32,2016-11-04 00:00:00,12500.0,0.0,300.0,164.28571428571428,42.857142857142854,20.689655172413794,27.15278654933828,,,83.56009070294786,68.71727748691099
33,2016-11-05 00:00:00,12500.0,0.0,0.0,142.85714285714286,42.857142857142854,23.076923076923077,27.15278654933828,,,83.56009070294786,68.71727748691099
34,2016-11-06 00:00:00,12700.0,200.0,0.0,142.85714285714286,57.142857142857146,28.571428571428577,27.15278654933828,,,83.56009070294786,68.71727748691099
35,2016-11-07 00:00:00,12600.0,0.0,100.0,142.85714285714286,57.142857142857146,28.571428571428577,25.367072263624,,,83.56009070294786,68.71727748691099
36,2016-11-08 00:00:00,12400.0,0.0,200.0,114.28571428571429,57.142857142857146,33.33333333333333,26.848553745105484,,,83.56009070294786,68.71727748691099
37,2016-11-09 00:00:00,12300.0,0.0,100.0,121.42857142857143,42.857142857142854,26.08695652173913,27.92801401497055,,,83.56009070294786,68.71727748691099
38,2016-11-10 00:00:00,12300.0,0.0,0.0,121.42857142857143,42.857142857142854,26.08695652173913,28.530020703933765,,,83.56009070294786,68.71727748691099
39,2016-11-11 00:00:00,12200.0,0.0,100.0,100.0,42.857142857142854,30.0,28.815734989648046,,,83.56009070294786,68.71727748691099
40,2016-11-12 00:00:00,12000.0,0.0,200.0,78.57142857142857,42.857142857142854,35.294117647058826,30.1602728047741,,,83.56009070294786,68.71727748691099
41,2016-11-13 00:00:00,11600.0,0.0,400.0,100.0,42.857142857142854,30.0,29.49360613810743,,,83.56009070294786,68.71727748691099
42,2016-11-14 00:00:00,11800.0,200.0,0.0,100.0,57.142857142857146,36.36363636363637,31.54894210648688,,,83.56009070294786,68.71727748691099
43,2016-11-15 00:00:00,12000.0,200.0,0.0,100.0,42.857142857142854,30.0,32.331550802139056,,,83.56009070294786,68.71727748691099
44,2016-11-16 00:00:00,12000.0,0.0,0.0,100.0,42.857142857142854,30.0,32.331550802139056,,,83.56009070294786,68.71727748691099
45,2016-11-17 00:00:00,12000.0,0.0,0.0,100.0,42.857142857142854,30.0,31.272727272727288,,,83.56009070294786,68.71727748691099
46,2016-11-18 00:00:00,11700.0,0.0,300.0,100.0,42.857142857142854,30.0,31.272727272727288,,,83.56009070294786,68.71727748691099
47,2016-11-19 00:00:00,11700.0,0.0,0.0,100.0,42.857142857142854,30.0,30.00000000000001,,,83.56009070294786,68.71727748691099
48,2016-11-20 00:00:00,11600.0,0.0,100.0,107.14285714285714,28.571428571428573,21.052631578947366,28.210526315789487,,,83.56009070294786,68.71727748691099
49,2016-11-21 00:00:00,11650.0,50.0,0.0,100.0,32.142857142857146,24.32432432432433,27.07539118065435,,,83.56009070294786,68.71727748691099
50,2016-11-22 00:00:00,11650.0,0.0,0.0,85.71428571428571,32.142857142857146,27.272727272727277,26.529936635199807,,,83.56009070294786,68.71727748691099
51,2016-11-23 00:00:00,11700.0,50.0,0.0,78.57142857142857,35.714285714285715,31.250000000000007,26.779936635199807,,,83.56009070294786,68.71727748691099
52,2016-11-24 00:00:00,11500.0,0.0,200.0,92.85714285714286,35.714285714285715,27.777777777777775,26.33549219075536,,,83.56009070294786,68.71727748691099
53,2016-11-25 00:00:00,11450.0,0.0,50.0,89.28571428571429,35.714285714285715,28.57142857142857,27.839251589251596,,,83.56009070294786,68.71727748691099
54,2016-11-26 00:00:00,11200.0,0.0,250.0,92.85714285714286,35.714285714285715,27.777777777777775,28.529942279942286,,,83.56009070294786,68.71727748691099
55,2016-11-27 00:00:00,11000.0,0.0,200.0,78.57142857142857,35.714285714285715,31.250000000000007,29.32539682539683,,,83.56009070294786,68.71727748691099
56,2016-11-28 00:00:00,10600.0,0.0,400.0,107.14285714285714,21.428571428571427,16.666666666666668,26.40873015873016,,,83.56009070294786,68.71727748691099
