,time,close,U,D,AD,AU,RSI,RSI_Signal,Stocastic_RSI_D,Stocastic_RSI_K,max,min
0,2017-08-04 00:00:00,693000.0,,,,,,,,,76.55954631379961,51.35135135135135
1,2017-08-05 00:00:00,612100.0,0.0,80900.0,,,,,,,76.55954631379961,51.35135135135135
2,2017-08-06 00:00:00,523900.0,0.0,88200.0,,,,,,,76.55954631379961,51.35135135135135
3,2017-08-07 00:00:00,567400.0,43500.0,0.0,,,,,,,76.55954631379961,51.35135135135135
4,2017-08-08 00:00:00,571300.0,3900.0,0.0,,,,,,,76.55954631379961,51.35135135135135
5,2017-08-09 00:00:00,530600.0,0.0,40700.0,,,,,,,76.55954631379961,51.35135135135135
6,2017-08-10 00:00:00,513200.0,0.0,17400.0,,,,,,,76.55954631379961,51.35135135135135
7,2017-08-11 00:00:00,391000.0,0.0,122200.0,,,,,,,76.55954631379961,51.35135135135135
8,2017-08-12 00:00:00,370000.0,0.0,21000.0,,,,,,,76.55954631379961,51.35135135135135
9,2017-08-13 00:00:00,350700.0,0.0,19300.0,,,,,,,76.55954631379961,51.35135135135135
10,2017-08-14 00:00:00,349500.0,0.0,1200.0,,,,,,,76.55954631379961,51.35135135135135
11,2017-08-15 00:00:00,345500.0,0.0,4000.0,,,,,,,76.55954631379961,51.35135135135135
12,2017-08-16 00:00:00,349800.0,4300.0,0.0,,,,,,,76.55954631379961,51.35135135135135
13,2017-08-17 00:00:00,365500.0,15700.0,0.0,,,,,,,76.55954631379961,51.35135135135135
14,2017-08-18 00:00:00,624800.0,259300.0,0.0,28207.14285714286,23335.714285714286,45.27439024390244,,,,76.55954631379961,51.35135135135135
15,2017-08-19 00:00:00,1125100.0,500300.0,0.0,22428.571428571428,59071.42857142857,72.48028045574057,,,,76.55954631379961,51.35135135135135
16,2017-08-20 00:00:00,877200.0,0.0,247900.0,33835.71428571428,59071.42857142857,63.5811486122857,,,,76.55954631379961,51.35135135135135
17,2017-08-21 00:00:00,686700.0,0.0,190500.0,47442.857142857145,55964.28571428572,54.12032879740277,,,,76.55954631379961,51.35135135135135
18,2017-08-22 00:00:00,765100.0,78400.0,0.0,47442.857142857145,61285.71428571428,56.365786361844705,58.364386894235246,,,76.55954631379961,51.35135135135135
19,2017-08-23 00:00:00,752200.0,0.0,12900.0,45457.142857142855,61285.71428571428,57.41434689507495,60.79237822446976,,,76.55954631379961,51.35135135135135
20,2017-08-24 00:00:00,730200.0,0.0,22000.0,45785.71428571428,61285.71428571428,57.238158772515014,57.743953887824645,,,76.55954631379961,51.35135135135135
21,2017-08-25 00:00:00,727700.0,0.0,2500.0,37235.71428571428,61285.71428571428,62.205466540999055,57.46881747356732,,,76.55954631379961,51.35135135135135
22,2017-08-26 00:00:00,712100.0,0.0,15600.0,36850.0,61285.71428571428,62.44995996797438,59.13474370768165,,,76.55954631379961,51.35135135135135
23,2017-08-27 00:00:00,733100.0,21000.0,0.0,35471.42857142857,62785.71428571428,63.89938935737133,60.64146430678697,,,76.55954631379961,51.35135135135135
24,2017-08-28 00:00:00,678800.0,0.0,54300.0,39264.28571428572,62785.71428571428,61.52446279834815,61.46348748744161,,,76.55954631379961,51.35135135135135
25,2017-08-29 00:00:00,644200.0,0.0,34600.0,41450.0,62785.71428571428,60.23435893921742,62.0627275207821,,,76.55954631379961,51.35135135135135
26,2017-08-30 00:00:00,629000.0,0.0,15200.0,42535.71428571428,62478.57142857143,59.4953067609849,61.520695564779274,,,76.55954631379961,51.35135135135135
27,2017-08-31 00:00:00,658100.0,29100.0,0.0,42535.71428571428,63435.71428571428,59.861148557562686,61.00293328269693,,,76.55954631379961,51.35135135135135
28,2017-09-01 00:00:00,657800.0,0.0,300.0,42557.142857142855,44914.28571428572,51.347378735913765,58.49253115840541,,,76.55954631379961,51.35135135135135
29,2017-09-02 00:00:00,628600.0,0.0,29200.0,44642.857142857145,9178.57142857143,17.053749170537493,49.598388432843294,,,76.55954631379961,51.35135135135135
30,2017-09-03 00:00:00,657400.0,28800.0,0.0,26935.714285714286,11235.714285714286,29.43488023952096,43.43849269290399,,,76.55954631379961,51.35135135135135
31,2017-09-04 00:00:00,596000.0,0.0,61400.0,17714.285714285714,11235.714285714286,38.8107574636072,39.301582833428455,,,76.55954631379961,51.35135135135135
32,2017-09-05 00:00:00,605500.0,9500.0,0.0,17714.285714285714,6314.285714285715,26.278240190249708,32.58500115996586,,,76.55954631379961,51.35135135135135
33,2017-09-06 00:00:00,697700.0,92200.0,0.0,16792.85714285714,12900.0,43.44479191724802,31.004483796232712,,,76.55954631379961,51.35135135135135
34,2017-09-07 00:00:00,729900.0,32200.0,0.0,15221.42857142857,15200.0,49.96478046489786,37.58669005510479,,,76.55954631379961,51.35135135135135
35,2017-09-08 00:00:00,695700.0,0.0,34200.0,17485.714285714286,15200.0,46.50349650349651,41.0004133078999,,,76.55954631379961,51.35135135135135
36,2017-09-09 00:00:00,663700.0,0.0,32000.0,18657.14285714286,15200.0,44.89451476793249,42.21716476876495,,,76.55954631379961,51.35135135135135
37,2017-09-10 00:00:00,646000.0,0.0,17700.0,19921.428571428572,13700.0,40.74782239218185,45.11108120915138,,,76.55954631379961,51.35135135135135
38,2017-09-11 00:00:00,641000.0,0.0,5000.0,16400.0,13700.0,45.51495016611295,45.52511285892437,,,76.55954631379961,51.35135135135135
39,2017-09-12 00:00:00,623900.0,0.0,17100.0,15150.0,13700.0,47.487001733102254,45.02955711256524,,,76.55954631379961,51.35135135135135
40,2017-09-13 00:00:00,559900.0,0.0,64000.0,18635.714285714286,13700.0,42.368014137397836,44.20246063934552,,,76.55954631379961,51.35135135135135
41,2017-09-14 00:00:00,512000.0,0.0,47900.0,22057.14285714286,11621.42857142857,34.50689289501591,42.1249362647622,,,76.55954631379961,51.35135135135135
42,2017-09-15 00:00:00,475000.0,0.0,37000.0,24678.571428571428,11621.42857142857,32.01495474222747,40.37836273477132,,,76.55954631379961,51.35135135135135
43,2017-09-16 00:00:00,475800.0,800.0,0.0,22592.85714285714,11678.57142857143,34.07669862442685,38.0907124264341,,,76.55954631379961,51.35135135135135
44,2017-09-17 00:00:00,494400.0,18600.0,0.0,22592.85714285714,10950.0,32.64480408858603,35.122272897530856,,,76.55954631379961,51.35135135135135
45,2017-09-18 00:00:00,513600.0,19200.0,0.0,18207.14285714286,12321.42857142857,40.36031820308844,34.72073371066897,,,76.55954631379961,51.35135135135135
46,2017-09-19 00:00:00,537000.0,23400.0,0.0,18207.14285714286,13314.285714285714,42.23883979152504,36.2671230899708,,,76.55954631379961,51.35135135135135
47,2017-09-20 00:00:00,553900.0,16900.0,0.0,18207.14285714286,7935.714285714285,30.3551912568306,35.93517039289143,,,76.55954631379961,51.35135135135135
48,2017-09-21 00:00:00,517000.0,0.0,36900.0,20842.85714285714,5635.714285714285,21.2840571891017,33.3766421058264,,,76.55954631379961,51.35135135135135
49,2017-09-22 00:00:00,464900.0,0.0,52100.0,22121.428571428572,5635.714285714285,20.30365414307771,30.908412116724737,,,76.55954631379961,51.35135135135135
50,2017-09-23 00:00:00,479300.0,14400.0,0.0,19835.714285714286,6664.285714285715,25.14824797843666,27.865998071794383,,,76.55954631379961,51.35135135135135
51,2017-09-24 00:00:00,479600.0,300.0,0.0,18571.428571428572,6685.714285714285,26.470588235294112,24.712347760548198,,,76.55954631379961,51.35135135135135
52,2017-09-25 00:00:00,497900.0,18300.0,0.0,18214.285714285714,7992.857142857143,30.49877350776779,24.741064210735637,,,76.55954631379961,51.35135135135135
53,2017-09-26 00:00:00,505000.0,7100.0,0.0,16992.85714285714,8500.0,33.34267301765201,27.152787376445694,,,76.55954631379961,51.35135135135135
54,2017-09-27 00:00:00,503400.0,0.0,1600.0,12535.714285714286,8500.0,40.407470288624786,31.173550605555107,,,76.55954631379961,51.35135135135135
55,2017-09-28 00:00:00,521000.0,17600.0,0.0,9114.285714285714,9757.142857142857,51.70325510976532,36.48455203182083,,,76.55954631379961,51.35135135135135
56,2017-09-29 00:00:00,496600.0,0.0,24400.0,8214.285714285714,9757.142857142857,54.292527821939586,42.048939949149926,,,76.55954631379961,51.35135135135135
57,2017-09-30 00:00:00,494400.0,0.0,2200.0,8371.42857142857,9700.0,53.67588932806324,46.68436311320902,,,76.55954631379961,51.35135135135135
58,2017-10-01 00:00:00,482200.0,0.0,12200.0,9242.857142857143,8371.42857142857,47.52635847526358,49.52110020473133,,,76.55954631379961,51.35135135135135
59,2017-10-02 00:00:00,484700.0,2500.0,0.0,9242.857142857143,7178.571428571428,43.71465854719443,50.182537856445265,,,76.55954631379961,51.35135135135135
60,2017-10-03 00:00:00,453500.0,0.0,31200.0,11471.42857142857,5507.142857142857,32.435843500210346,46.32905553453427,,,76.55954631379961,51.35135135135135
61,2017-10-04 00:00:00,423400.0,0.0,30100.0,13621.42857142857,4300.0,23.993622957353526,40.26927456161705,,,76.55954631379961,51.35135135135135
62,2017-10-05 00:00:00,410600.0,0.0,12800.0,11900.0,4300.0,26.543209876543212,34.84273867131305,,,76.55954631379961,51.35135135135135
63,2017-10-06 00:00:00,418200.0,7600.0,0.0,8178.571428571428,4842.857142857143,37.1914426769062,32.77575551164158,,,76.55954631379961,51.35135135135135
64,2017-10-07 00:00:00,411700.0,0.0,6500.0,8642.857142857143,3814.285714285714,30.619266055045873,30.156677013211862,,,76.55954631379961,51.35135135135135
65,2017-10-08 00:00:00,408700.0,0.0,3000.0,8857.142857142857,3792.8571428571427,29.983060417843028,29.6661203967384,,,76.55954631379961,51.35135135135135
66,2017-10-09 00:00:00,375800.0,0.0,32900.0,11207.142857142857,2485.714285714286,18.153364632237874,28.498068731715268,,,76.55954631379961,51.35135135135135
67,2017-10-10 00:00:00,360700.0,0.0,15100.0,12285.714285714286,1978.5714285714287,13.87080620931397,25.963587998269418,,,76.55954631379961,51.35135135135135
68,2017-10-11 00:00:00,359900.0,0.0,800.0,12228.57142857143,1978.5714285714287,13.926596279537456,21.310618718795666,,,76.55954631379961,51.35135135135135
69,2017-10-12 00:00:00,369100.0,9200.0,0.0,12228.57142857143,1378.5714285714287,10.131233595800525,17.213012226946596,,,76.55954631379961,51.35135135135135
70,2017-10-13 00:00:00,360000.0,0.0,9100.0,11135.714285714286,1378.5714285714287,11.015981735159817,13.419596490409953,,,76.55954631379961,51.35135135135135
71,2017-10-14 00:00:00,360200.0,200.0,0.0,10978.57142857143,1392.857142857143,11.25866050808314,12.040655665579006,,,76.55954631379961,51.35135135135135
72,2017-10-15 00:00:00,353400.0,0.0,6800.0,10592.857142857143,1392.857142857143,11.620977353992847,11.590689894514782,,,76.55954631379961,51.35135135135135
73,2017-10-16 00:00:00,352300.0,0.0,1100.0,10671.42857142857,1214.2857142857142,10.216346153846155,10.848639869376523,,,76.55954631379961,51.35135135135135
74,2017-10-17 00:00:00,416600.0,64300.0,0.0,8442.857142857143,5807.142857142857,40.751879699248114,16.97276909006604,,,76.55954631379961,51.35135135135135
75,2017-10-18 00:00:00,364100.0,0.0,52500.0,10042.857142857143,5807.142857142857,36.638125281658404,22.09719779936576,,,76.55954631379961,51.35135135135135
76,2017-10-19 00:00:00,376000.0,11900.0,0.0,9128.57142857143,6657.142857142857,42.17194570135746,28.27985483802062,,,76.55954631379961,51.35135135135135
77,2017-10-20 00:00:00,373200.0,0.0,2800.0,9328.57142857143,6114.285714285715,39.59296947271045,33.87425326176414,,,76.55954631379961,51.35135135135135
